PostalCode,FSA,Place Name,FSA1
S0C1E0,S0C,Goodwater,S
S0C1G0,S0C,Griffin,S
S0C1H0,S0C,Halbrite,S
S0C1J0,S0C,Hardy,S
S0C1K0,S0C,Khedive,S
S0C1L0,S0C,Kisbey,S
S0C1M0,S0C,Lake Alma,S
S0C1N0,S0C,Lampman,S
S0C1P0,S0C,Macoun,S
S0C1S0,S0C,Midale,S
S0C1T0,S0C,Minton,S
S0C1V0,S0C,Northgate,S
S0C1W0,S0C,North Portal,S
S0C1X0,S0C,North Weyburn,S
S0C1Y0,S0C,Ogema,S
S0C1Z0,S0C,Oungre,S
S0C2A0,S0C,Outram,S
S0C2C0,S0C,Pangman,S
S0C2E0,S0C,Parkman,S
S0C2G0,S0C,Radville,S
S0C2H0,S0C,Redvers,S
S0C2J0,S0C,Steelman,S
S0C2K0,S0C,Storthoaks,S
S0C2L0,S0C,Torquay,S
S0C2M0,S0C,Tribune,S
S0C2N0,S0C,Trossachs,S
S0C2P0,S0C,Wauchope,S
S0C2R0,S0C,Willmar,S
S0C2S0,S0C,Kenosee Lake,S
S0E0A0,S0E,Arborfield,S
S0E0B0,S0E,Archerwill,S
S0E0C0,S0E,Aylsham,S
S0E0E0,S0E,Bjorkdale,S
S0E0G0,S0E,Brockington,S
S0E0H0,S0E,Brooksby,S
S0E0J0,S0E,Carlea,S
S0E0K0,S0E,Carragana,S
S0E0L0,S0E,Carrot River,S
S0E0M0,S0E,Chagoness,S
S0E0N0,S0E,Chelan,S
S0E0P0,S0E,Codette,S
S0E0R0,S0E,Crooked River,S
S0E0S0,S0E,Cumberland House,S
S0E0T0,S0E,Fairy Glen,S
S0E0V0,S0E,Fosston,S
S0E0W0,S0E,Gronlid,S
S0E0X0,S0E,Hendon,S
S0E0Y0,S0E,Hudson Bay,S
S0E0Z0,S0E,Mckague,S
S0E1A0,S0E,Melfort,S
S0E1B0,S0E,Mistatim,S
S0E1C0,S0E,Pakwaw Lake,S
S0E1E0,S0E,Nipawin,S
S0E1H0,S0E,Porcupine Plain,S
S0E1J0,S0E,Prairie River,S
S0E1K0,S0E,Red Earth,S
S0E1L0,S0E,Ridgedale,S
S0E1M0,S0E,Rose Valley,S
S0E1N0,S0E,Somme,S
S0E1P0,S0E,Star City,S
S0E1R0,S0E,Sturgeon Landing,S
S0E1S0,S0E,Sylvania,S
S0E1T0,S0E,Tisdale,S
S0E1V0,S0E,Weekes,S
S0E1W0,S0E,Zenon Park,S
S0E3N0,S0E,Kinistino,S
S0G0A0,S0G,Avonhurst,S
S0G0B0,S0G,Aylesbury,S
S0G0C0,S0G,Balcarres,S
S0G0D0,S0G,Fort Qu&#39;Appelle,S
S0G0E0,S0G,Balgonie,S
S0G0G0,S0G,Belle Plaine,S
S0G0H0,S0G,Bethune,S
S0G0J0,S0G,Bladworth,S
S0G0K0,S0G,Broadview,S
S0G0L0,S0G,Bulyea,S
S0G0M0,S0G,Burrows,S
S0G0P0,S0G,Cedoux,S
S0G0R0,S0G,Chamberlain,S
S0G0S0,S0G,Colfax,S
S0G0T0,S0G,Corning,S
S0G0V0,S0G,Craik,S
S0G0W0,S0G,Craven,S
S0G0X0,S0G,Creelman,S
S0G0Y0,S0G,Cupar,S
S0G0Z0,S0G,Cymric,S
S0G1B0,S0G,Davin,S
S0G1C0,S0G,Dilke,S
S0G1E0,S0G,Dumas,S
S0G1G0,S0G,Duval,S
S0G1H0,S0G,Dysart,S
S0G1J0,S0G,Earl Grey,S
S0G1K0,S0G,Edenwold,S
S0G1L0,S0G,Edgeley,S
S0G1M0,S0G,Fairlight,S
S0G1N0,S0G,Fillmore,S
S0G1P0,S0G,Findlater,S
S0G1R0,S0G,Fleming,S
S0G1S0,S0G,Fort Qu'Appelle,S
S0G1T0,S0G,Fort San,S
S0G1V0,S0G,Francis,S
S0G1W0,S0G,Frankslake,S
S0G1X0,S0G,Girvin,S
S0G1Y0,S0G,Glenavon,S
S0G1Z0,S0G,Govan,S
S0G2A0,S0G,Gray,S
S0G2B0,S0G,Grenfell,S
S0G2C0,S0G,Handsworth,S
S0G2E0,S0G,Hanley,S
S0G2G0,S0G,Heward,S
S0G2H0,S0G,Holdfast,S
S0G2J0,S0G,Imperial,S
S0G2K0,S0G,Indian Head,S
S0G2L0,S0G,Jameson,S
S0G2M0,S0G,Kelso,S
S0G2N0,S0G,Kenaston,S
S0G2R0,S0G,Kennedy,S
S0G2S0,S0G,Kipling,S
S0G2T0,S0G,Kronau,S
S0G2V0,S0G,Lajord,S
S0G2W0,S0G,Lang,S
S0G2X0,S0G,Langbank,S
S0G2Y0,S0G,Lebret,S
S0G2Z0,S0G,Lewvan,S
S0G3A0,S0G,Liberty,S
S0G3B0,S0G,Lipton,S
S0G3E0,S0G,Mclean,S
S0G3G0,S0G,Mctaggart,S
S0G3H0,S0G,Mair,S
S0G3J0,S0G,Markinch,S
S0G3K0,S0G,Maryfield,S
S0G3L0,S0G,Milestone,S
S0G3M0,S0G,Montmartre,S
S0G3N0,S0G,Moosomin,S
S0G3P0,S0G,Muscow,S
S0G3R0,S0G,Nokomis,S
S0G3S0,S0G,Odessa,S
S0G3T0,S0G,Osage,S
S0G3V0,S0G,Peebles,S
S0G3W0,S0G,Pense,S
S0G3X0,S0G,Penzance,S
S0G3Y0,S0G,Percival,S
S0G3Z0,S0G,Pilot Butte,S
S0G4A0,S0G,Qu'Appelle,S
S0G4B0,S0G,Red Jacket,S
S0G4C0,S0G,Regina Beach,S
S0G4E0,S0G,Riceton,S
S0G4H0,S0G,Rouleau,S
S0G4J0,S0G,Ryerson,S
S0G4K0,S0G,Sedley,S
S0G4L0,S0G,Silton,S
S0G4M0,S0G,Simpson,S
S0G4N0,S0G,Sintaluta,S
S0G4P0,S0G,Southey,S
S0G4R0,S0G,Stalwart,S
S0G4S0,S0G,Stony Beach,S
S0G4T0,S0G,Stoughton,S
S0G4V0,S0G,Strasbourg,S
S0G4W0,S0G,Summerberry,S
S0G4X0,S0G,Tyvan,S
S0G4Y0,S0G,Vibank,S
S0G4Z0,S0G,Wapella,S
S0G5A0,S0G,Wawota,S
S0G5B0,S0G,White City,S
S0G5C0,S0G,Whitewood,S
S0G5E0,S0G,Wilcox,S
S0G5G0,S0G,Windthorst,S
S0G5H0,S0G,Wolseley,S
S0G5J0,S0G,Yellow Grass,S
S0G5K0,S0G,Zehner,S
S0G5L0,S0G,Cowessess,S
S0G5M0,S0G,Pasqua,S
S0H0A0,S0H,Ardill,S
S0H0B0,S0H,Assiniboia,S
S0H0C0,S0H,Avonlea,S
S0H0E0,S0H,Bateman,S
S0H0G0,S0H,Big Beaver,S
S0H0H0,S0H,Boharm,S
S0H0J0,S0H,Bridgeford,S
S0H0K0,S0H,Briercrest,S
S0H0L0,S0H,Broderick,S
S0H0M0,S0H,Brownlee,S
S0H0N0,S0H,Bushell Park,S
S0H0P0,S0H,Cardross,S
S0H0R0,S0H,Caron,S
S0H0S0,S0H,Caronport,S
S0H0T0,S0H,Central Butte,S
S0H0V0,S0H,Chaplin,S
S0H0W0,S0H,Claybank,S
S0H0X0,S0H,Coderre,S
S0H0Y0,S0H,Congress,S
S0H0Z0,S0H,Coronach,S
S0H1A0,S0H,Courval,S
S0H1B0,S0H,Crane Valley,S
S0H1C0,S0H,Crestwynd,S
S0H1E0,S0H,Dahinda,S
S0H1G0,S0H,Drinkwater,S
S0H1H0,S0H,Dummer,S
S0H1J0,S0H,Elbow,S
S0H1K0,S0H,Ernfold,S
S0H1L0,S0H,Eyebrow,S
S0H1M0,S0H,Ferland,S
S0H1N0,S0H,Fife Lake,S
S0H1P0,S0H,Fir Mountain,S
S0H1R0,S0H,Flintoft,S
S0H1S0,S0H,Galilee,S
S0H1T0,S0H,Glenside,S
S0H1V0,S0H,Glentworth,S
S0H1W0,S0H,Gouldtown,S
S0H1X0,S0H,Gravelbourg,S
S0H1Y0,S0H,Hawarden,S
S0H1Z0,S0H,Hearne,S
S0H2A0,S0H,Herbert,S
S0H2B0,S0H,Hodgeville,S
S0H2C0,S0H,Kayville,S
S0H2E0,S0H,Keeler,S
S0H2G0,S0H,Kelstern,S
S0H2H0,S0H,Killdeer,S
S0H2J0,S0H,Kincaid,S
S0H2L0,S0H,Lakenheath,S
S0H2M0,S0H,Lake Valley,S
S0H2N0,S0H,Lawson,S
S0H2P0,S0H,Limerick,S
S0H2R0,S0H,Lisieux,S
S0H2S0,S0H,Loreburn,S
S0H2T0,S0H,Mccord,S
S0H2V0,S0H,Main Centre,S
S0H2W0,S0H,Mankota,S
S0H2X0,S0H,Marquis,S
S0H2Y0,S0H,Mazenod,S
S0H2Z0,S0H,Melaval,S
S0H3A0,S0H,Meyronne,S
S0H3B0,S0H,Mitchellton,S
S0H3C0,S0H,Morse,S
S0H3E0,S0H,Mortlach,S
S0H3G0,S0H,Mossbank,S
S0H3H0,S0H,Ormiston,S
S0H3J0,S0H,Palmer,S
S0H3K0,S0H,Parkbeg,S
S0H3L0,S0H,Parry,S
S0H3M0,S0H,Prairie View,S
S0H3N0,S0H,Readlyn,S
S0H3P0,S0H,Riverhurst,S
S0H3R0,S0H,Rockglen,S
S0H3S0,S0H,Rush Lake,S
S0H3T0,S0H,St Victor,S
S0H3V0,S0H,Scout Lake,S
S0H3W0,S0H,Shamrock,S
S0H3X0,S0H,Spring Valley,S
S0H3Y0,S0H,Stonehenge,S
S0H3Z0,S0H,Strongfield,S
S0H4A0,S0H,Truax,S
S0H4B0,S0H,Tugaske,S
S0H4C0,S0H,Tuxford,S
S0H4E0,S0H,Vantage,S
S0H4G0,S0H,Verwood,S
S0H4H0,S0H,Viceroy,S
S0H4J0,S0H,Waldeck,S
S0H4K0,S0H,Willow Bunch,S
S0H4L0,S0H,Wood Mountain,S
S0H4M0,S0H,Woodrow,S
S0J0B0,S0J,Alingly,S
S0J0C0,S0J,Beatty,S
S0J0G0,S0J,Birch Hills,S
S0J0J0,S0J,Blaine Lake,S
S0J0K0,S0J,Canwood,S
S0J0L0,S0J,Chitek Lake,S
S0J0M0,S0J,Choiceland,S
S0J0N0,S0J,Christopher Lake,S
S0J0P0,S0J,Crutwell,S
S0J0R0,S0J,Davis,S
S0J0S0,S0J,Debden,S
S0J0T0,S0J,Eldorado,S
S0J0V0,S0J,Erinferry,S
S0J0W0,S0J,Fond Du Lac,S
S0J0X0,S0J,Fort A La Corne,S
S0J0Y0,S0J,Foxford,S
S0J0Z0,S0J,Garrick,S
S0J1A0,S0J,Hafford,S
S0J1B0,S0J,Hagen,S
S0J1C0,S0J,Henribourg,S
S0J1E0,S0J,Hoey,S
S0J1G0,S0J,Holbein,S
S0J1K0,S0J,Krydor,S
S0J1L0,S0J,La Ronge,S
S0J1M0,S0J,Leask,S
S0J1N0,S0J,Leoville,S
S0J1P0,S0J,Love,S
S0J1R0,S0J,Marcelin,S
S0J1S0,S0J,Mayview,S
S0J1T0,S0J,Meath Park,S
S0J1V0,S0J,Mildred,S
S0J1W0,S0J,Weyakwin,S
S0J1X0,S0J,Mont Nebo,S
S0J1Y0,S0J,Montreal Lake,S
S0J1Z0,S0J,Paddockwood,S
S0J2A0,S0J,Parkside,S
S0J2B0,S0J,Pinehouse Lake,S
S0J2C0,S0J,St Louis,S
S0J2E0,S0J,Shellbrook,S
S0J2G0,S0J,Shell Lake,S
S0J2H0,S0J,Shipman,S
S0J2J0,S0J,Smeaton,S
S0J2K0,S0J,Snowden,S
S0J2L0,S0J,Southend,S
S0J2M0,S0J,Spiritwood,S
S0J2N0,S0J,Spruce Home,S
S0J2P0,S0J,Stanley Mission,S
S0J2R0,S0J,Stony Rapids,S
S0J2S0,S0J,Stump Lake,S
S0J2T0,S0J,Timber Bay,S
S0J2V0,S0J,Tweedsmuir,S
S0J2W0,S0J,Uranium City,S
S0J2X0,S0J,Victoire,S
S0J2Y0,S0J,Waskesiu Lake,S
S0J2Z0,S0J,Weirdale,S
S0J3B0,S0J,White Fox,S
S0J3C0,S0J,Wollaston Lake,S
S0J3E0,S0J,Candle Lake,S
S0J3G0,S0J,Air Ronge,S
S0J3H0,S0J,Muskoday,S
S0K0A0,S0K,Aberdeen,S
S0K0A1,S0K,Langham,S
S0K0A2,S0K,Lanigan,S
S0K0B0,S0K,Adanac,S
S0K0C0,S0K,Allan,S
S0K0D0,S0K,Hepburn,S
S0K0E0,S0K,Alvena,S
S0K0G0,S0K,Annaheim,S
S0K0H0,S0K,Arelee,S
S0K0J0,S0K,Asquith,S
S0K0K0,S0K,Batoche,S
S0K0K1,S0K,Saskatoon,S
S0K0L0,S0K,Bay Trail,S
S0K0M0,S0K,Biggar,S
S0K0P0,S0K,Bradwell,S
S0K0R0,S0K,Broadacres,S
S0K0T0,S0K,Burr,S
S0K0V0,S0K,Cando,S
S0K0W0,S0K,Carlton,S
S0K0X0,S0K,Carmel,S
S0K0Y0,S0K,Clavet,S
S0K0Z0,S0K,Colonsay,S
S0K1A0,S0K,Crystal Springs,S
S0K1B0,S0K,Cudworth,S
S0K1C0,S0K,Dafoe,S
S0K1E0,S0K,Dalmeny,S
S0K1G0,S0K,Domremy,S
S0K1H0,S0K,Drake,S
S0K1J0,S0K,Duck Lake,S
S0K1K0,S0K,Dundurn,S
S0K1L0,S0K,Duperow,S
S0K1M0,S0K,Elstow,S
S0K1N0,S0K,Englefeld,S
S0K1P0,S0K,Esk,S
S0K1R0,S0K,Ethelton,S
S0K1T0,S0K,Fulda,S
S0K1V0,S0K,Grandora,S
S0K1W0,S0K,Guernsey,S
S0K1X0,S0K,Hague,S
S0K1Y0,S0K,Handel,S
S0K2A0,S0K,Humboldt,S
S0K2B0,S0K,Jansen,S
S0K2C0,S0K,Kelfield,S
S0K2E0,S0K,Kinley,S
S0K2G0,S0K,Lac Vert,S
S0K2H0,S0K,Laird,S
S0K2J0,S0K,Lake Lenore,S
S0K2K0,S0K,Landis,S
S0K2N0,S0K,Leipzig,S
S0K2P0,S0K,Leroy,S
S0K2R0,S0K,Lockwood,S
S0K2S0,S0K,Macdowall,S
S0K2T0,S0K,Martensville,S
S0K2V0,S0K,Meacham,S
S0K2W0,S0K,Meskanaw,S
S0K2X0,S0K,Middle Lake,S
S0K2Y0,S0K,Muenster,S
S0K2Z0,S0K,Naicam,S
S0K3A0,S0K,Osler,S
S0K3B0,S0K,Pathlow,S
S0K3C0,S0K,Perdue,S
S0K3E0,S0K,Phippen,S
S0K3G0,S0K,Pilger,S
S0K3H0,S0K,Pleasantdale,S
S0K3J0,S0K,Plunkett,S
S0K3K0,S0K,Prud'Homme,S
S0K3M0,S0K,Revenue,S
S0K3N0,S0K,Reward,S
S0K3P0,S0K,Reynaud,S
S0K3R0,S0K,Rosthern,S
S0K3S0,S0K,Ruthilda,S
S0K3T0,S0K,St Benedict,S
S0K3V0,S0K,St Brieux,S
S0K3W0,S0K,St Denis,S
S0K3X0,S0K,St Gregor,S
S0K3Y0,S0K,St Isidore De Bellevue,S
S0K3Z0,S0K,Sagehill,S
S0K4B0,S0K,Sonningdale,S
S0K4C0,S0K,Spalding,S
S0K4G0,S0K,Tarnopol,S
S0K4H0,S0K,Tramping Lake,S
S0K4J0,S0K,Traynor,S
S0K4K0,S0K,Tway,S
S0K4L0,S0K,Unity,S
S0K4M0,S0K,Viscount,S
S0K4N0,S0K,Vonda,S
S0K4P0,S0K,Wakaw,S
S0K4R0,S0K,Waldheim,S
S0K4S0,S0K,Warman,S
S0K4T0,S0K,Watrous,S
S0K4V0,S0K,Watson,S
S0K4W0,S0K,Wilkie,S
S0K4X0,S0K,Yellow Creek,S
S0K4Y0,S0K,Young,S
S0K4Z0,S0K,Zelma,S
S0K5A0,S0K,Camp Dundurn Mpo,S
S0L0A0,S0L,Alsask,S
S0L0B0,S0L,Ardath,S
S0L0C0,S0L,Beechy,S
S0L0E0,S0L,Bickleigh,S
S0L0G0,S0L,Birsay,S
S0L0H0,S0L,Brock,S
S0L0J0,S0L,Cactus Lake,S
S0L0K0,S0L,Coleville,S
S0L0L0,S0L,Conquest,S
S0L0M0,S0L,Cutbank,S
S0L0N0,S0L,D'Arcy Station,S
S0L0R0,S0L,Demaine,S
S0L0S0,S0L,Denzil,S
S0L0T0,S0L,Dinsmore,S
S0L0V0,S0L,Dodsland,S
S0L0W0,S0L,Donavon,S
S0L0X0,S0L,Dunblane,S
S0L0Y0,S0L,Eatonia,S
S0L0Z0,S0L,Elrose,S
S0L1A0,S0L,Eston,S
S0L1B0,S0L,Evesham,S
S0L1C0,S0L,Fiske,S
S0L1E0,S0L,Flaxcombe,S
S0L1G0,S0L,Forgan,S
S0L1H0,S0L,Glidden,S
S0L1J0,S0L,Greenan,S
S0L1K0,S0L,Harris,S
S0L1L0,S0L,Herschel,S
S0L1M0,S0L,Hoosier,S
S0L1N0,S0L,Hughton,S
S0L1P0,S0L,Isham,S
S0L1R0,S0L,Kerrobert,S
S0L1S0,S0L,Kindersley,S
S0L1T0,S0L,Kyle,S
S0L1V0,S0L,Lacadena,S
S0L1W0,S0L,Laporte,S
S0L1X0,S0L,Laura,S
S0L1Y0,S0L,Loverna,S
S0L1Z0,S0L,Lucky Lake,S
S0L2A0,S0L,Luseland,S
S0L2B0,S0L,Mcgee,S
S0L2C0,S0L,Macklin,S
S0L2E0,S0L,Macrorie,S
S0L2G0,S0L,Madison,S
S0L2H0,S0L,Major,S
S0L2J0,S0L,Mantario,S
S0L2K0,S0L,Marengo,S
S0L2L0,S0L,Milden,S
S0L2M0,S0L,Netherhill,S
S0L2N0,S0L,Outlook,S
S0L2P0,S0L,Plato,S
S0L2R0,S0L,Plenty,S
S0L2S0,S0L,Primate,S
S0L2T0,S0L,Richlea,S
S0L2V0,S0L,Rosetown,S
S0L2X0,S0L,Sanctuary,S
S0L2Y0,S0L,Senlac,S
S0L2Z0,S0L,Smiley,S
S0L3A0,S0L,Sovereign,S
S0L3B0,S0L,Stranraer,S
S0L3C0,S0L,Superb,S
S0L3E0,S0L,Swanson,S
S0L3G0,S0L,Tessier,S
S0L3H0,S0L,Tyner,S
S0L3J0,S0L,Vanscoy,S
S0L3K0,S0L,Wartime,S
S0L3L0,S0L,White Bear,S
S0L3M0,S0L,Wiseton,S
S0L3N0,S0L,Zealandia,S
S0M0A0,S0M,Alticane,S
S0M0B0,S0M,Baldwinton,S
S0M0C0,S0M,Barthel,S
S0M0E0,S0M,Battleford,S
S0M0F0,S0M,Meadow Lake,S
S0M0G0,S0M,Beauval,S
S0M0H0,S0M,Bright Sand,S
S0M0J0,S0M,Buffalo Narrows,S
S0M0K0,S0M,Canoe Narrows,S
S0M0L0,S0M,Cochin,S
S0M0M0,S0M,Cole Bay,S
S0M0N0,S0M,Cut Knife,S
S0M0P0,S0M,Delmas,S
S0M0S0,S0M,Dillon,S
S0M0T0,S0M,Dorintosh,S
S0M0V0,S0M,Edam,S
S0M0W0,S0M,Frenchman Butte,S
S0M0X0,S0M,Gallivan,S
S0M0Y0,S0M,Glaslyn,S
S0M0Z0,S0M,Glenbush,S
S0M1A0,S0M,Goodsoil,S
S0M1B0,S0M,Green Lake,S
S0M1C0,S0M,Ile-A-La-Crosse,S
S0M1E0,S0M,Jackfish Lake,S
S0M1G0,S0M,La Loche,S
S0M1H0,S0M,Lashburn,S
S0M1J0,S0M,Livelong,S
S0M1K0,S0M,Lone Rock,S
S0M1L0,S0M,Loon Lake,S
S0M1N0,S0M,Makwa,S
S0M1P0,S0M,Marsden,S
S0M1R0,S0M,Marshall,S
S0M1S0,S0M,Mayfair,S
S0M1T0,S0M,Maymont,S
S0M1W0,S0M,Medstead,S
S0M1X0,S0M,Meota,S
S0M1Y0,S0M,Mervin,S
S0M1Z0,S0M,Midnight Lake,S
S0M2A0,S0M,Mullingar,S
S0M2B0,S0M,Neeb,S
S0M2C0,S0M,Neilburg,S
S0M2E0,S0M,Onion Lake,S
S0M2G0,S0M,Paradise Hill,S
S0M2H0,S0M,Patuanak,S
S0M2J0,S0M,Paynton,S
S0M2K0,S0M,Pierceland,S
S0M2L0,S0M,Rabbit Lake,S
S0M2M0,S0M,Rapid View,S
S0M2N0,S0M,Red Cross,S
S0M2P0,S0M,Richard,S
S0M2R0,S0M,Rockhaven,S
S0M2S0,S0M,Ruddell,S
S0M2T0,S0M,St Walburg,S
S0M2V0,S0M,Speers,S
S0M2W0,S0M,Spruce Lake,S
S0M2X0,S0M,Thunderchild,S
S0M2Y0,S0M,Turtleford,S
S0M2Z0,S0M,Vawn,S
S0M3A0,S0M,Waseca,S
S0M3B0,S0M,Waterhen Lake,S
S0M3C0,S0M,Whelan,S
S0M3E0,S0M,Turnor Lake,S
S0M3H0,S0M,Clearwater River,S
S0N0A0,S0N,Abbey,S
S0N0C0,S0N,Aneroid,S
S0N0D0,S0N,Carmichael,S
S0N0E0,S0N,Blumenhof,S
S0N0G0,S0N,Bracken,S
S0N0H0,S0N,Burstall,S
S0N0J0,S0N,Cabri,S
S0N0M0,S0N,Claydon,S
S0N0N0,S0N,Climax,S
S0N0P0,S0N,Consul,S
S0N0R0,S0N,Cypress Hills Park,S
S0N0S0,S0N,Dollard,S
S0N0T0,S0N,Eastend,S
S0N0V0,S0N,Fox Valley,S
S0N0W0,S0N,Frontier,S
S0N0X0,S0N,Glenbain,S
S0N0Y0,S0N,Golden Prairie,S
S0N0Z0,S0N,Govenlock,S
S0N1A0,S0N,Gull Lake,S
S0N1B0,S0N,Hallonquist,S
S0N1C0,S0N,Hazenmore,S
S0N1E0,S0N,Hazlet,S
S0N1G0,S0N,Lancer,S
S0N1H0,S0N,Leader,S
S0N1J0,S0N,Leinan,S
S0N1K0,S0N,Lemsford,S
S0N1L0,S0N,Liebenthal,S
S0N1M0,S0N,Mcmahon,S
S0N1N0,S0N,Maple Creek,S
S0N1P0,S0N,Mendham,S
S0N1R0,S0N,Merryflat,S
S0N1S0,S0N,Neidpath,S
S0N1T0,S0N,Neville,S
S0N1V0,S0N,Orkney,S
S0N1W0,S0N,Pambrun,S
S0N1X0,S0N,Pennant Station,S
S0N1Y0,S0N,Piapot,S
S0N1Z0,S0N,Ponteix,S
S0N2A0,S0N,Portreeve,S
S0N2B0,S0N,Prelate,S
S0N2C0,S0N,Ravenscrag,S
S0N2E0,S0N,Richmound,S
S0N2G0,S0N,Robsart,S
S0N2H0,S0N,Sceptre,S
S0N2J0,S0N,Scotsguard,S
S0N2K0,S0N,Senate,S
S0N2L0,S0N,Shackleton,S
S0N2M0,S0N,Shaunavon,S
S0N2N0,S0N,Simmie,S
S0N2P0,S0N,Stewart Valley,S
S0N2R0,S0N,Success,S
S0N2S0,S0N,Tompkins,S
S0N2T0,S0N,Val Marie,S
S0N2V0,S0N,Vanguard,S
S0N2W0,S0N,Vidora,S
S0N2X0,S0N,Webb,S
S0N2Y0,S0N,Wymark,S
S0P0A0,S0P,Creighton,S
S0P0B0,S0P,Denare Beach,S
S0P0C0,S0P,Deschambault Lake,S
S0P0E0,S0P,Pelican Narrows,S
S0P0G0,S0P,Sandy Bay,S
S0P0J0,S0P,Kinoosao,S
S2V1A1,S2V,Buena Vista,S
S2V1B5,S2V,Deer Valley,S
S3N0A0,S3N,Yorkton,S
S4A0A0,S4A,Estevan,S
S4H0A0,S4H,Weyburn,S
S4L1A1,S4L,Emerald Park,S
S4L1B3,S4L,Coppersands,S
S4N0A0,S4N,Regina,S
S4S0B0,S4S,Wascana Centre,S
S4S7E1,S4S,Sherwood No. 159,S
S6H0A0,S6H,Moose Jaw,S
S6H7M5,S6H,Moose Jaw No. 161,S
S6V7E5,S6V,Prince Albert No. 461,S
S7P1A1,S7P,Corman Park,S
S7S3B5,S7S,Sutherland,S
S7T1A0,S7T,Grasswood,S
S7T1A2,S7T,Riverside Estates,S
S7T1B1,S7T,Furdale,S
S7T1B6,S7T,Casa Rio,S
S7T1C8,S7T,Corman Park No. 344,S
S9A0A0,S9A,North Battleford,S
S9H5G6,S9H,Swift Current No. 137,S
S9V0A0,S9V,Lloydminster,S
S9X1S7,S9X,Meadow Lake No. 588,S
T0A0A0,T0A,Abee,T
T0A0B0,T0A,Ardmore,T
T0A0C0,T0A,Ashmont,T
T0A0E0,T0A,Atmore,T
T0A0G0,T0A,Beaver Crossing,T
T0A0H0,T0A,Beaverdam,T
T0A0J0,T0A,Bellis,T
T0A0L0,T0A,Bonnyville,T
T0A0M0,T0A,Boyle,T
T0A0N0,T0A,Boyne Lake,T
T0A0P0,T0A,Breynat,T
T0A0R0,T0A,Caslan,T
T0A0S0,T0A,Chard,T
T0A0T0,T0A,Cherry Grove,T
T0A0V0,T0A,Cold Lake,T
T0A0W0,T0A,Conklin,T
T0A0X0,T0A,Coronado,T
T0A0Y0,T0A,Donatville,T
T0A0Z0,T0A,Egremont,T
T0A1A0,T0A,Elk Point,T
T0A1B0,T0A,Ellscott,T
T0A1C0,T0A,Kehewin,T
T0A1E0,T0A,Foisy,T
T0A1G0,T0A,Fort Chipewyan,T
T0A1H0,T0A,Fort Kent,T
T0A1H7,T0A,Grandeur Lake,T
T0A1J0,T0A,Fort Mackay,T
T0A1K0,T0A,Fort Mcmurrat,T
T0A1L0,T0A,Franchere,T
T0A1M0,T0A,Frog Lake,T
T0A1N0,T0A,Gibbons,T
T0A1P0,T0A,Glendon,T
T0A1R0,T0A,Goodfish Lake,T
T0A1S0,T0A,Goodridge,T
T0A1T0,T0A,Grand Centre,T
T0A1V0,T0A,Grassland,T
T0A1W0,T0A,Gurneyville,T
T0A1X0,T0A,Heinsburg,T
T0A1Y0,T0A,Hoselaw,T
T0A1Z0,T0A,Hylo,T
T0A2A0,T0A,Iron River,T
T0A2B0,T0A,Kikino,T
T0A2C0,T0A,Lac La Biche,T
T0A2E0,T0A,La Corey,T
T0A2G0,T0A,Lafond,T
T0A2H0,T0A,Lancaster Park,T
T0A2J0,T0A,Lindbergh,T
T0A2K0,T0A,Mallaig,T
T0A2L0,T0A,Mcrae,T
T0A2M0,T0A,Medley,T
T0A2N0,T0A,Namao,T
T0A2P0,T0A,Newbrook,T
T0A2R0,T0A,Opal,T
T0A2S0,T0A,Owlseye Lake,T
T0A2T0,T0A,Plamondon,T
T0A2V0,T0A,Radway,T
T0A2W0,T0A,Redwater,T
T0A2X0,T0A,Rich Lake,T
T0A2Z0,T0A,St Lina,T
T0A3A0,T0A,St Paul,T
T0A3B0,T0A,St Vincent,T
T0A3C0,T0A,Smoky Lake,T
T0A3E0,T0A,Spedden,T
T0A3G0,T0A,Sputinow,T
T0A3H0,T0A,Therien,T
T0A3J0,T0A,Thorhild,T
T0A3K0,T0A,Tulliby Lake,T
T0A3L0,T0A,Vilna,T
T0A3M0,T0A,Wandering River,T
T0A3N0,T0A,Warspite,T
T0A3P0,T0A,Waskatenau,T
T0A3S0,T0A,Fort Mcmurray,T
T0A3T0,T0A,Saddle Lake,T
T0A3V0,T0A,Mildred Lake,T
T0A3Y0,T0A,Jackson Lake,T
T0B0A0,T0B,Alliance,T
T0B0A8,T0B,Viking,T
T0B0B0,T0B,Amisk,T
T0B0C0,T0B,Andrew,T
T0B0E0,T0B,Ardrossan,T
T0B0G0,T0B,Armena,T
T0B0H0,T0B,Bashaw,T
T0B0J0,T0B,Bawlf,T
T0B0K0,T0B,Beauvallon,T
T0B0L0,T0B,Blackfoot,T
T0B0M0,T0B,Bodo,T
T0B0N0,T0B,Bremner,T
T0B0P0,T0B,Brosseau,T
T0B0R0,T0B,Bruce,T
T0B0S0,T0B,Bruderheim,T
T0B0T0,T0B,Cadogan,T
T0B0V0,T0B,Chauvin,T
T0B0X0,T0B,Clandonald,T
T0B0Y0,T0B,Cooking Lake,T
T0B0Z0,T0B,Czar,T
T0B1A0,T0B,Daysland,T
T0B1B0,T0B,Denwood,T
T0B1C0,T0B,Derwent,T
T0B1E0,T0B,Deville,T
